CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
57125;1505;3197;23940;57.2;10.1;;;;;;;;;81;73.8;3;4.2;25.4;8.4;2.4;0.7;1.1;0.6;-17.2;12660;41860;3.3
57126;1390;3362;22110;52.3;8.3;;;;;;;;;80.8;73.1;3.1;4.6;25.6;8;3.9;1.8;1.3;0.8;-18.3;13270;36150;2.7
57127;1578;3567;21010;47;11.6;;;;;;;;31.1;69.2;63.4;3.6;2.2;32.5;7.2;4.4;1.7;1.7;1;-13.3;12070;33450;2.8
57128;1590;3588;22040;56.2;10.4;;;;;;;;22.5;74.6;65.9;3.4;5.3;29.5;8.1;3.9;1.6;1.4;0.9;-16.1;12580;36180;2.9
57129;1294;2640;19480;44.2;15;;;;;;;;27.1;61.6;51.7;2.9;7;36.7;8.2;7.4;2.2;3.1;2.1;-13.9;11060;30860;2.8
57130;1586;3771;24090;58.3;6.8;;;;;;;;;73;66.6;2.5;3.9;26.5;13.2;3.4;1.5;1.3;0.6;-16.1;14260;39710;2.8
57131;1872;4599;25080;55.6;6;;;;;;;;;60;53.5;2.8;3.7;26.6;24.1;2.1;1.2;0.5;0.4;-12.8;14450;41600;2.9
57132;1826;4128;25030;32.4;10.9;;;;;;;6.7;21.7;30.4;24.8;2.6;3;19.6;55.4;2.2;0.7;0.9;0.6;-7.6;12060;45370;3.8
57133;1625;3808;16880;36;26.5;;37;32.5;;;;15.3;40.9;60;51.7;4.2;4.1;33.9;8.5;10.1;3.2;4.2;2.7;-12.5;9080;29910;3.3
57134;1898;4383;19610;43.9;16.4;;28.4;;;;;7.8;32.9;68.9;62.5;3.5;2.9;29.2;8.5;7;2.5;2.8;1.7;-13.6;10790;33280;3.1
57135;2139;5060;20040;43.1;16.7;;19.5;20.2;;;;7;31;70.7;65.4;3.3;2;27.4;7.6;7.1;2.8;2.5;1.8;-12.8;10910;32010;2.9
57136;1656;3885;18660;41.8;23.4;;36;37.1;;;;15.2;40.9;59.2;50.1;5.9;3.2;32.5;13.9;6.6;2.1;2.7;1.8;-12.2;9390;33400;3.6
57201;2050;4864;21080;48.9;10.9;;;;;;;;22.2;74.9;67.6;2.8;4.5;26.9;8.5;5.2;2.4;1.6;1.2;-15.5;12210;34860;2.9
57202;1903;4383;18220;38.4;21.8;;27.6;29.2;;;;13.1;32.7;64.7;56.5;3.2;5;32.9;8.3;7.9;2.8;3.1;2;-13.8;9980;32010;3.2
57203;2681;6492;22130;47.3;9.2;;;;;;;5.4;21.6;62.8;57.1;3.2;2.5;25.9;19.4;4.1;1.9;1.4;0.8;-12.2;12910;36250;2.8
57204;3118;7182;27470;33.5;9.7;;;;;;;6.5;19;25.8;21;1.8;3;16.5;64.2;1.6;0.6;0.6;0.4;-8.1;12800;53930;4.2
57205;2967;7533;15640;27.1;32.2;;36.6;44.9;29.5;21.6;;15.8;42.1;58.7;50.4;5.6;2.7;33.8;6.1;11.9;4.1;4.6;3.2;-10.5;9080;27520;3
57206;4042;9691;22120;42.3;12.1;;15.6;16.8;11.4;;;6.4;25.6;49.2;44.1;2.8;2.3;26;31.7;3.6;1.4;1.3;0.9;-10.5;12040;38660;3.2
57301;4333;10227;19860;45.4;14.5;;16.5;19.5;13.7;9.3;;7.2;28.3;65.3;57.3;3.7;4.3;34.4;7.4;6.4;2.4;2.5;1.5;-13.5;11370;31720;2.8
57302;6960;14781;19130;45.8;18.7;30;23.8;25.6;16.1;10.6;;8.8;31.6;65.8;57.6;2.9;5.3;32.9;9.8;7;2.1;3;1.9;-15.5;10640;33600;3.2
57303;7319;16372;18990;43.7;19.5;28;28;29.2;15.4;12;;8.8;33.1;62;54.6;4.3;3.1;36.2;7.6;7.3;2.3;3.1;1.9;-13.1;10210;32420;3.2
57401;13053;28099;19960;47.4;18.2;29.1;28.1;22.6;16.4;10.3;8;7;32.9;70.8;62;3.3;5.5;29.3;9.1;6.9;1.9;3.1;1.9;-16.1;10430;37440;3.6
57402;14910;33369;19260;44.7;18.7;31.5;27.6;25.4;15.9;10.7;6.9;8.2;32;63.4;55.5;3.8;4.1;35.8;8.1;7.2;2.3;3;1.9;-14.5;10440;33550;3.2
57501;34635;78221;17850;38.7;23.1;37.8;34.1;31.8;19.1;14.2;10.7;9.6;36.3;63.3;55.8;4;3.5;34.6;7.1;8.6;2.4;3.9;2.3;-13.6;9810;32330;3.3
57601;56144;124547;20640;36.3;17.5;24.1;22.4;21.9;16.2;10.6;9.9;8.1;30.6;42.7;36.4;3;3.3;25.3;37.8;5.1;1.5;2.1;1.5;-10.9;10380;40500;3.9
57701;123161;263943;20430;47.1;17.6;27.5;24.1;21.7;15.1;10.1;8.1;6.3;29.1;64.2;56;3.3;4.9;27.7;17.5;6.2;1.9;2.5;1.8;-15.6;10470;38710;3.7
58101;766;1525;17030;;;;;;;;;;;;;;;;;;;;;;;;
58102;1081;2341;22430;56.4;9.1;;;;;;;;;71;58.6;2.1;10.3;34.7;7.6;3.8;1.4;1.5;0.9;-17.1;12960;35170;2.7
58103;1132;2420;20160;46;10.5;;;;;;;;;65.7;59.1;2.8;3.8;36.3;5.8;6.2;2.3;2.5;1.4;-14;12520;31200;2.5
58104;1590;3830;23990;67.7;;;;;;;;;;75.8;64.9;1.4;9.5;31.5;8.7;3.1;1.6;1;0.5;-19.1;15600;41020;2.6
58105;1598;3093;18340;36.5;17.6;;;;;;;11.2;39.9;48.3;43.4;3;1.9;50.4;5.9;7;2;3.5;1.5;-11.6;10860;27280;2.5
58106;1577;3045;18950;40.6;15.6;;;;;;;;31.9;53.3;48.6;2.3;2.4;45.4;5.3;8.2;2;4.1;2.1;-12.2;11260;27820;2.5
58107;1902;3630;17790;39.1;22.6;;;32.5;;;;;35.2;52.9;43.8;2.9;6.2;42.7;7.5;10.2;2.3;5.2;2.7;-13.3;9710;30900;3.2
58201;3530;6817;19820;43.6;14.6;;24.8;20.7;;;;6.5;28.4;57.1;49.9;2.5;4.7;42.2;7.5;7;1.8;3.4;1.8;-13.8;11500;31470;2.7
58301;5499;10736;19900;46;15.3;;19.1;21.7;19;8.8;;7.9;29.5;54.9;47;2.6;5.3;44.7;8.7;6.4;1.7;3;1.7;-14.7;11120;33420;3
58501;27310;54249;19470;46.9;17.7;30.4;27.2;23;16.3;10.5;6.4;6.7;31.8;60.5;53.6;2.6;4.3;38.9;8.1;8;2.1;3.7;2.2;-15.5;10460;33130;3.2
59101;870;2136;18070;35.4;19.4;;;;;;;;38.7;65.8;56.1;4;5.7;31.2;7.4;8.7;3.4;3.3;2;-13.1;10550;29950;2.8
59102;849;2323;24590;63.8;;;;;;;;;;82.8;72.3;3;7.5;23.7;7.6;3.6;2;0.9;0.7;-17.7;14590;40190;2.8
59103;852;2135;17360;33.9;24.6;;;35.8;;;;;47.9;61.7;52.8;4.2;4.7;33.4;8.3;9;3.6;3.4;2;-12.4;10170;29570;2.9
59104;845;2133;21770;54;;;;;;;;;;77.1;67.5;3.5;6.1;26.7;7.7;4.3;2.3;1.2;0.8;-15.8;13240;35010;2.6
59105;895;2150;18470;38.1;18.6;;;;;;;;40.4;63.5;57.2;3.8;2.5;33.9;7.6;7.4;3;2.7;1.7;-12.4;9850;28680;2.9
59106;829;2064;20770;49.5;13.4;;;;;;;;;71.8;61.7;2.4;7.7;28.5;10.4;4.9;2.1;1.8;1;-15.6;11760;35260;3
59107;868;2291;24650;64.3;;;;;;;;;;80.9;73.4;2.4;5.1;27.5;6.9;3;1.7;0.8;0.5;-18.3;14450;42110;2.9
59108;1008;2605;25280;60.4;;;;;;;;;;77.2;69.5;2.5;5.2;27.4;10.1;2.6;1.5;0.7;0.4;-17.3;14240;43950;3.1
59109;998;2421;19180;36.8;14.9;;;;;;;;;69.5;60.8;3.6;5.1;29.4;6.2;6.9;3;2.6;1.3;-12;11090;29850;2.7
59110;955;2107;18270;41.9;21.9;;;;;;;;42.5;65.2;57.7;3.7;3.8;32.7;9;7;2.1;3.1;1.8;-13.9;9690;32510;3.4
59111;1035;2697;27740;66.8;7.9;;;;;;;;;82.9;70.7;2.3;9.9;21.4;13.8;2.3;1.3;0.7;0.3;-20.4;13550;51270;3.8
59112;960;2507;23110;58.4;10.6;;;;;;;;;79.6;69.6;2.4;7.6;24.3;8.6;4.3;2.1;1.4;0.8;-16.8;12160;39700;3.3
59113;961;2468;26030;64.5;;;;;;;;;;81.4;74.3;2.1;5;23.4;10;3.1;1.8;0.8;0.5;-17.9;14690;44010;3
59114;1106;2707;19210;42.1;14.1;;;;;;;;33.4;71.5;62;3.8;5.7;29.1;5.9;6.4;2.8;2.3;1.3;-12.9;11660;31650;2.7
59115;971;2543;18650;40;18.3;;;;;;;;39.1;71.2;64.1;3.5;3.6;28.3;4.4;8.5;3.9;2.6;2;-12.4;10940;30410;2.8
59116;1176;3252;23400;58.7;9;;;;;;;;;86.1;75.3;2.5;8.3;19.3;6.5;4.5;2.6;1;0.9;-16.4;13150;38370;2.9
59117;1113;2700;20240;46.7;11.9;;;;;;;;27.7;70;60.8;3.2;6;30.5;8.1;5;2.1;1.9;1;-13.6;12300;32970;2.7
59118;1210;2672;17290;32.6;25.6;;;;;;;13.5;42;61.2;52.4;3.8;5;33.3;6.2;10.9;3.2;4.9;2.8;-11.6;9720;28470;2.9
59119;1340;3413;17900;35.9;19.1;;;;;;;12;35.5;71.6;62.7;4.2;4.7;25.6;5.8;8.9;3.7;3.3;1.9;-11.9;10710;27510;2.6
59120;1210;3074;15840;27.8;27.9;;32.6;33.6;;;;;39;63.5;57.9;4.2;1.4;29.6;3.5;13.5;4.4;5.5;3.6;-10.1;9910;26240;2.6
59121;1232;3082;17320;34.6;26.5;;33.3;29.7;;;;14.6;52.5;63.7;55.6;3.3;4.8;30.8;7.3;10.2;3.8;4.1;2.3;-12;9460;28260;3
59122;1419;3563;23140;61.3;6.6;;;;;;;;;78;69.3;2.2;6.5;28.4;6.2;3.9;1.9;1.3;0.7;-16.5;13890;38960;2.8
59123;1487;3310;16840;32;25.9;;;33.6;;;;;46.1;59.5;49;3.6;6.9;32.9;8.7;11.7;3.4;5;3.3;-12.8;9560;29610;3.1
59124;1476;3512;17820;34.7;18.7;;;;;;;10.1;38.3;66.9;58.8;4.1;4;30.2;5.7;8.7;3.2;3.5;2;-11.5;10500;28800;2.7
59125;1493;3905;19350;40.9;15.9;;;;;;;;33.3;69.9;61.8;3;5.1;27.4;9;6.9;3.3;2;1.6;-13.2;11310;31090;2.8
59126;1510;3885;17020;36;25.4;;31.7;28.5;31;;;15.4;48.5;66.3;56.6;4;5.7;29.5;7.7;9.5;3.7;3.8;2;-13;9830;28940;2.9
59127;1629;4239;21550;49.3;8.6;;;;;;;5.8;;75.3;67.6;2.8;4.9;25.8;9.1;4;2.2;1.1;0.7;-14.2;13270;35160;2.6
59128;1705;4539;25570;64.6;5;;;;;;;;;81.6;72.9;1.9;6.8;23.7;9.9;2.7;1.7;0.6;0.4;-17.9;15080;43390;2.9
59129;1803;4632;24390;63.1;6.4;;;;;;;;;81;70.8;2.5;7.7;26;7.2;3.3;1.8;1;0.5;-17.5;14420;40270;2.8
59130;2036;4831;24900;64.6;5.1;;;;;;;;;77.5;69.1;2.2;6.2;30;7.9;3.1;1.6;1;0.5;-18.5;14680;42490;2.9
59131;1956;4763;21300;48.9;10.2;;;;;;;6.1;20.2;71.1;63.1;2.6;5.4;28.8;10.5;4.5;2.3;1.3;0.9;-14.9;12610;35870;2.8
59132;1906;4748;18480;36.2;20.5;;22.2;24.7;;;;13;41.1;68.7;61.3;2.9;4.5;29.4;6.4;7.9;3.2;3.1;1.6;-12.4;10410;30090;2.9
59133;2342;6190;28130;69.7;5;;;;;;;;;89.9;77.5;2.3;10.1;19.5;10.3;2.5;1.3;0.8;0.4;-22.2;15340;52460;3.4
59134;2154;4701;20530;49.9;12.7;;;;;;;6.8;27;59.2;51.9;3.5;3.8;42.2;8.4;5.1;1.9;1.9;1.3;-14.9;11840;33430;2.8
59135;1792;4496;21700;50.5;11;;;;;;;;25.7;80.4;73.9;3.2;3.3;23.7;5.7;5.3;2.4;1.7;1.2;-15.1;12390;34740;2.8
59136;1786;4136;17120;34.2;26.5;;32.1;31.1;;;;12.2;48.1;63.6;54.7;3.7;5.2;30.5;6.9;11.1;3.5;4.8;2.8;-12.1;9480;28250;3
59201;2133;5065;19590;42.8;16.5;;;18.1;;;;8.2;32;68.4;60.3;2.7;5.4;29.7;9.9;7.2;2.5;3;1.7;-15.2;10800;33380;3.1
59202;2293;5617;20950;49.3;9.8;;;;;;;5.7;20.9;70.2;63.1;2.6;4.5;31.4;8.7;4.6;2.4;1.2;1;-14.9;12720;33700;2.6
59203;2031;5167;20470;46;17.8;;20;16.6;;;;10.2;40;76.8;69.6;3.5;3.7;22.2;9.9;5.8;2.3;2.4;1.1;-14.7;10590;34670;3.3
59204;2210;5664;22170;53.4;8.5;;;;;;;;20.5;78.3;70.3;2.6;5.4;25.9;6.7;4.2;2.2;1.2;0.8;-15.1;13290;36480;2.7
59205;2187;5221;17730;37.4;23.6;;30.1;29.5;20.4;;;12.3;43.6;65.9;56.3;4;5.6;30.9;7.2;8.9;3.3;3.5;2.1;-12.9;10010;29830;3
59206;2384;6045;19200;42.2;15.6;;18.9;20.5;;;;8.1;34.8;69.4;60.9;3.9;4.6;30.1;6.9;6.9;3.3;2.2;1.4;-13.3;11330;31150;2.7
59207;2892;6886;18030;38.5;16.9;;20.7;23.7;;;;6.5;27.9;68.6;61.3;3.9;3.4;29.2;6.8;8.6;3.4;2.9;2.3;-13.2;11020;29610;2.7
59208;2869;6633;15670;28.3;32.4;50.5;47.9;37.8;29.6;17.8;;14.2;51.6;55.6;46.6;4.5;4.5;32.9;6.7;15.6;4.1;7.6;3.9;-10.8;8800;27070;3.1
59209;3427;7371;16770;35.5;28.8;45.5;40.3;34.8;27.1;16.3;;11.9;44.8;58.1;49.1;3.5;5.5;32.9;9.1;12.8;3.2;6.1;3.5;-12.9;9170;29920;3.3
59210;4458;11288;26560;65.9;5.9;;;;;;;5;13.8;78.8;69;2.5;7.3;24.7;13.3;2.8;1.5;0.8;0.5;-19.6;14500;47700;3.3
59211;4297;10635;24750;62.6;5.9;;;;;;;5;17.2;81.1;74;2.3;4.8;24.3;9;3.3;1.7;1;0.6;-17.7;14530;41070;2.8
59212;2174;5503;22460;58.3;8.1;;;;;;;;19.6;74;65.5;2.9;5.6;29.5;8.2;3.8;2.1;1;0.7;-15.5;13270;34860;2.6
59301;4383;10482;21990;54.9;9.1;;;10.9;9.8;;;5;18.4;72.5;63.8;3.1;5.6;31.2;8.1;4.2;2;1.3;0.9;-16;13020;36030;2.8
59302;4674;11148;21140;49.9;13.2;;14.9;16.1;13.1;;;6;30;72.5;62.8;2.8;6.9;29;8.3;5.9;2.3;2.3;1.3;-15.7;11570;36320;3.1
59303;5334;13380;22050;54;10;;13.4;8.9;9.7;;;5;25.5;79.4;72.5;2.7;4.2;25.7;5.5;5;2.4;1.6;1;-15.6;12670;35460;2.8
59304;5915;14830;22500;55;9.1;;10.4;8.9;9;;;5;23.2;79.2;71.8;2.8;4.6;25.2;6.3;4.8;2.3;1.6;0.9;-15.5;13040;36130;2.8
59305;6282;14177;15600;29.6;31.9;50.2;45.3;38.8;28.1;19.1;;12.8;47.9;56;48.2;3.9;3.9;33.8;6;15.7;4.1;7.3;4.3;-11.5;8960;27630;3.1
59306;6679;16519;22390;53.8;9.3;;8.4;10.9;8.6;7.1;;5.1;18.3;78.6;71.4;2.6;4.6;24.7;8.1;4.5;2.1;1.5;0.9;-15.9;12870;37440;2.9
59307;7691;17755;16850;35.5;27.5;39.3;36.6;36;25;12.7;;10.5;46.3;63;54.8;4.5;3.7;31;6.1;12.3;3.8;5.2;3.3;-12.4;9430;28780;3.1
59401;10880;25525;19790;44.2;14;22.8;17.6;15.4;13.9;9.2;8.5;6.1;28.3;67.9;60.1;2.8;5;29.9;10.4;6.6;2.6;2.5;1.5;-14.8;11710;33150;2.8
59402;13685;33750;21100;49.2;13.3;22.1;12.8;14.6;13.3;10.1;11.1;6.9;27.2;76.3;67.1;2.9;6.3;25.3;8.1;5.9;2.3;2.3;1.3;-15.6;11740;36530;3.1
59403;20837;44870;18650;42;20.4;35.4;25.9;23.7;22;10.6;8.9;7.9;35.8;65.9;56.6;3.6;5.7;32.3;8.3;8.8;2.5;3.9;2.4;-15.3;10170;33660;3.3
59501;32476;77938;20220;47.1;15;23.1;18.4;17;13.7;9.2;8.2;6.1;29.2;72.7;65.2;3;4.5;27.2;7.7;7.1;2.9;2.5;1.7;-14.7;11300;33380;3
59601;44883;107362;16390;34.4;28.5;42.2;34.8;33.8;27.9;18.3;14.1;13.4;45.6;61.1;53.1;4.1;3.9;31.1;6.4;13.5;4;5.9;3.6;-12.1;9250;28450;3.1
59602;74283;169399;18640;43.7;19.3;29.9;24.7;23.6;18.3;11.2;8.7;6.4;33.2;68.6;60.6;4;4;31.1;6.3;8.8;2.9;3.4;2.5;-14.8;10480;32300;3.1
59701;132578;320412;17270;36.3;24.7;38.5;29;28.6;23.8;15.5;12.2;10.7;40.6;66.8;59.3;3.8;3.7;28.4;6.3;11.4;3.7;4.7;3;-12.9;9730;29790;3.1
59702;416881;977595;19990;48.9;19.5;29.3;20.8;22.1;19.7;12.9;9.6;7.2;34.4;77;68.4;3.4;5.2;23.3;8.7;8;2.8;3.1;2.1;-17;10170;37790;3.7
60101;957;2056;17200;36.6;22.6;;;;;;;;33.7;55.2;46.2;3.7;5.3;40.2;7.3;9.7;3;4.2;2.5;-12.4;9990;27280;2.7
60102;827;2134;21050;53;;;;;;;;;;79.6;71.1;3.3;5.2;24.7;4.8;5.4;2.7;1.5;1.2;-14.5;13250;33220;2.5
60103;915;2305;24770;69.8;;;;;;;;;;78.8;72.8;2.5;3.5;29.9;5.1;2.9;1.9;0.6;0.4;-16.7;16120;35990;2.2
60104;1065;2774;21980;59.1;8.1;;;;;;;;;81.2;74.1;2.8;4.3;25.2;5.7;4;2.4;1;0.6;-16.1;13170;35700;2.7
60105;1036;2604;19270;42.7;13.6;;;;;;;;24.6;73.4;64.6;3.2;5.6;25.8;6.4;7.4;3.4;2.4;1.6;-13;11460;31030;2.7
60106;1199;2861;20320;51.8;11.4;;;;;;;;17.4;79.9;73.9;3.8;2.2;23.8;4;6.5;3;1.9;1.6;-14.2;12300;32300;2.6
60107;1121;2698;19890;48.3;12;;;;;;;;26.2;72.1;65.5;4.1;2.5;29.5;3.7;7;3.1;2.3;1.6;-12.3;12190;29530;2.4
60108;1106;2790;23320;61.9;;;;;;;;;;80.7;74.8;2.2;3.7;26.5;6.3;3;1.8;0.9;0.3;-16.5;14640;36650;2.5
60109;1256;3295;21400;52.3;10.7;;;;;;;;23.5;80.6;73.8;3.2;3.6;23.2;4.7;5.9;3.4;1.4;1.1;-14.4;12540;33340;2.7
60110;1136;2842;20660;49.6;12.4;;;;;;;;23.7;78.1;69.1;4.1;4.9;25.1;5.4;6;3;1.7;1.3;-14.6;11970;32280;2.7
60111;1152;2893;21350;52.3;11.1;;;;;;;;;73.1;66.2;3;3.9;29.2;6.2;5.6;2.5;1.9;1.2;-14.1;12370;32850;2.7
60112;1118;2721;18440;41.9;17.7;;;;;;;;31.9;70.7;63.4;3.7;3.6;27.6;5.7;8.6;3.7;3;1.9;-12.6;11010;28860;2.6
60113;1256;3061;22160;54;8.8;;;;;;;;18.4;76.6;68.6;3.5;4.5;28.6;5.4;4.8;2.4;1.4;1;-15.4;12980;35500;2.7
60114;1482;3858;22840;61.3;;;;;;;;;;83.1;76.3;3;3.8;21.8;6;4.5;2.6;1.1;0.8;-15.4;14470;34140;2.4
60115;1258;3343;22610;58.9;6.3;;;;;;;;;82.4;77.1;3.5;1.8;24.3;3.8;4.2;2.5;1;0.7;-14.7;14150;33330;2.4
60116;1587;4137;22110;57.5;7.8;;;;;;;;16.8;87.3;82.4;3;1.9;18.2;4.2;5.3;3;1.3;1;-15;13570;34440;2.5
60117;1360;3250;18520;40.7;19.2;;;;;;;;31.8;67.7;58.9;3.8;5;29.8;6.7;8.7;3.2;3.3;2.2;-12.9;10680;30030;2.8
60118;1522;3347;18850;42.1;18;;;;;;;;29.6;60.6;51.9;3.3;5.4;36;7.4;8.9;2.9;3.6;2.4;-12.9;10230;30120;2.9
60119;1665;4187;21880;57.6;9.4;;;;;;;;20.9;76.2;70.4;3.3;2.5;27.7;5.5;5.5;2.8;1.5;1.2;-14.9;12970;33840;2.6
60120;1638;4116;21250;52;11.3;;;;;;;;24.2;74.1;67.6;3.3;3.2;29;6;5.2;2.4;1.7;1.1;-14.3;12150;33180;2.7
60121;1847;4385;22310;54.6;7.6;;;;;;;;15;82.4;76.8;3.3;2.3;23;6;4.5;2.2;1.3;1;-15.9;13600;35700;2.6
60122;1601;3829;20650;52.2;9.8;;;;;;;;17.5;73.5;65.7;3;4.8;29.2;6.5;5.8;2.4;2.2;1.2;-15;12710;31520;2.5
60123;1787;4381;22000;56.3;9;;;;;;;;18.6;75.8;69.6;2.5;3.7;28.6;6.4;4.3;2.2;1.2;0.9;-15.1;13060;34980;2.7
60125;1841;4213;17190;37.2;22.2;;25.1;30.4;;;;;31.9;63.1;54.4;3.7;5;30.6;7.7;11.7;3.7;4.9;3.1;-13.1;10110;29350;2.9
60126;1934;5086;20990;52.6;9.3;;;;;;;;20.8;74.6;67.1;3.8;3.7;27.7;6.1;6;3.1;1.8;1.1;-14.4;12900;31550;2.4
60127;2230;5761;24450;67.4;5;;;;;;;;12.9;86.8;81.4;2.9;2.5;20.7;5.7;3.8;2.3;0.9;0.6;-17;15110;37570;2.5
60128;1962;4835;21420;54.4;8.6;;;;;;;;22.4;79.7;73.6;3.1;3;26;4.8;4.5;2.3;1.4;0.8;-15;13110;34410;2.6
60201;2555;5820;18470;41.1;20.2;;24.1;24.9;20.3;;;;31.9;66.9;60.1;3.6;3.2;29.5;5.5;10.6;3.3;4.5;2.8;-12.5;10290;29310;2.8
60202;2318;5724;21310;54.2;11;;;;;;;5.8;26.1;74.9;67.7;3.3;3.9;29.7;5.9;4.8;2.2;1.6;1;-15.3;12250;34980;2.9
60203;2286;5509;20380;50.2;13.9;;;17.3;;;;;28.9;72.2;66.7;3.2;2.3;30.3;4.8;6.5;2.8;2.2;1.5;-13.8;11230;31260;2.8
60204;2601;6633;27700;75.4;5;;;;;;;;;86;80.1;2.4;3.5;24.4;8.5;2.1;1.3;0.5;0.3;-21;16360;46740;2.9
60205;3148;7649;24110;63.7;6.3;;;;;;;;12.9;81.2;75.1;2.7;3.4;25.9;6.7;3.6;1.8;1.1;0.7;-17.4;14460;40120;2.8
60206;2157;5465;23560;65;5;;;;;;;;;82.8;76.3;2.9;3.6;24.5;5.5;3.4;2;0.9;0.5;-16.2;14710;37450;2.5
60301;4500;11049;20670;49.2;11.8;;11.3;16.3;10.5;;;6;25.6;75.6;69.7;3.6;2.3;27.4;4.3;6.1;2.7;2.1;1.3;-13.4;12120;31590;2.6
60302;5031;14562;18280;44.3;21;;25.1;21.7;21.8;16.9;;7.9;37.2;76.1;69.8;4.4;1.9;23.2;3.9;9.7;4.7;3;2;-12.9;10320;30390;2.9
60303;6268;14823;21300;54.2;11.7;;16.7;11.1;13.2;7.7;;5;21.5;76.3;70.1;3.2;3;28.1;6;5.3;2.4;1.7;1.2;-15.7;12190;35060;2.9
60304;6185;14471;16860;37.9;27.7;41.9;37.2;35.7;23.5;14.9;;10.1;41;62.8;54.5;4.6;3.7;32;6.5;12.1;3.9;5;3.2;-13.4;9280;29560;3.2
60305;6574;15890;20600;51.7;14.8;19.7;19.9;16.9;13.3;9.6;;5.6;27.3;76.5;70.3;3.5;2.7;26.6;5.8;6.5;2.7;2.2;1.6;-15.4;11190;34150;3.1
60306;6856;15785;25170;64.5;8.7;;13.6;9.2;7.7;;;;14.7;82.7;74.1;2.6;6;25.2;12.5;3.2;1.5;0.9;0.8;-23.6;13210;51730;3.9
60401;8923;20803;22180;57.9;9.3;16.4;10.2;11.1;8.1;6.1;;5;19.9;77;70.6;2.8;3.6;27.5;6.3;5.3;2.3;1.8;1.2;-16.1;12880;35650;2.8
60402;16066;36902;28330;72.5;6.3;11.3;7.6;7.1;6.8;5;;5;13.2;82.2;72.3;2.7;7.2;27.1;12.6;2.2;1;0.7;0.5;-24.1;14430;54870;3.8
60501;25801;57131;18330;46.8;23.3;30.7;30.8;28;22.4;13.8;7.6;5.9;34.4;69.1;61.7;3.6;3.8;29.1;7.1;10;3.2;4.1;2.7;-15.3;9600;32790;3.4
60502;29213;65852;20810;53.2;16.2;26.4;21.4;18.8;14.3;10;7.1;5;27.9;74.6;66.8;3.1;4.7;28.2;9.1;6.2;2.3;2.3;1.6;-18.1;10790;39290;3.6
60601;43214;114387;18490;45.2;22.6;29.7;27.2;27;21.1;15.3;9.6;8.6;36.2;72.8;66.4;4;2.4;26.2;5;9.9;4.1;3.4;2.4;-13.9;9680;31860;3.3
61101;918;1875;18480;;;;;;;;;;;;;;;;;;;;;;;;
61102;1514;3509;20030;47.5;11.1;;;;;;;;22.5;67.6;59.7;3.1;4.8;34.5;6.3;4.9;2.4;1.3;1.2;-13.3;12400;31310;2.5
61103;914;1813;19870;;;;;;;;;;;;;;;;;;;;;;;;
61104;2125;4726;18810;36.1;16.1;;;22.2;;;;8.9;34.1;63.2;54.4;3.1;5.7;34.5;8.9;5.8;2.6;1.9;1.3;-12.4;10870;29870;2.7
61105;1567;2930;21450;51.6;9.9;;;;;;;;;53.2;44.1;1.9;7.2;45.3;15.2;3.1;1.1;1.2;0.8;-16.8;12810;37010;2.9
61106;2070;4082;19790;41.1;13.1;;;;;;;7.8;24.2;56.8;48.4;2.1;6.3;39.9;10.5;5.9;1.8;2.5;1.6;-13.1;11890;31040;2.6
61107;1742;3396;18680;37.4;17;;;;;;;;26.4;57.1;49.6;2.9;4.6;38.2;9.2;8.3;2.1;3.8;2.4;-12.8;11070;29590;2.7
61201;2152;4315;19290;43.4;18.9;;;23.3;;;;;31.2;57.2;49.1;2.7;5.4;39.7;10.5;7.1;2.1;2.9;2.1;-14.5;9850;32860;3.3
61202;2461;4885;18320;39.9;17.3;;;;;;;8.1;31.1;55.4;48.3;2.8;4.3;41.5;8.9;7.4;2;3.2;2.2;-13.2;10730;31920;3
61301;5021;10288;18160;41.2;21.3;32.7;31.4;28.6;20.7;12;;8.8;36.6;58.4;50.3;3.1;5;38.4;8.9;8.3;2.5;3.3;2.5;-14;9700;31640;3.3
61302;6858;13677;18440;40.8;20.8;34;27.2;30.7;21.1;10.9;;7.2;31.3;57.1;49.9;3.1;4.1;39.9;6.7;9.2;2.6;3.9;2.7;-12.9;10020;29810;3
61401;9882;20938;18710;39.8;19.3;29.7;28.5;24.7;20.1;11.1;7.7;7;37.7;59.4;50.9;3.2;5.3;37.8;8.8;7.8;2.6;3;2.2;-13.8;10300;31430;3.1
62101;802;1912;17870;;;;;;;;;;;;;;;;;;;;;;;;
62102;862;2231;21540;51.7;;;;;;;;;;77.8;72;2.3;3.5;27.7;5.2;4.1;2.3;1.2;0.6;-14.8;13020;32680;2.5
62103;1118;2875;17690;33.1;18.2;;;;;;;14;32.3;72.9;65.5;3.1;4.3;25.4;5.6;8.4;4;2.6;1.8;-12.3;10880;28140;2.6
62104;1096;2797;19890;44.4;11.2;;;;;;;;;74;66.7;2.8;4.5;26.2;7.8;5.5;2.7;1.7;1.1;-13.5;12260;30850;2.5
