Bureau;Libellés;Inscrits;NB_Votants;POURCENTAGE_Votants;NB_Enveloppes;POURCENTAGE_Enveloppes;NB_Nuls;POURCENTAGE_Nuls;NB_Blancs;POURCENTAGE_Blancs;NB_Exprimés;POURCENTAGE_Exprimés;NB_Procurations;NB_VOIX_Emmanuel_MACRON;POURCENTAGE_VOIX_Emmanuel_MACRON;NB_VOIX_Marine_LE_PEN;POURCENTAGE_VOIX_Marine_LE_PEN;Geo Shape;geo_point_2d
603;ECOLE MATERNELLE HENRI CHIRON;1018;727;71.4;727;71.4;28;3.9;69;9.5;630;86.7;42;471;74.8;159;25.2;"{""coordinates"": [[[-0.5158469917196227, 47.474378311250874], [-0.5157698351061119, 47.474370306011316], [-0.5156999416326675, 47.474379727306946], [-0.5156848850318828, 47.47440503662629], [-0.5156780253486286, 47.474417760966865], [-0.5156637289542726, 47.474456553051574], [-0.5156249251326631, 47.474586490896], [-0.5156247809800517, 47.47460837486625], [-0.5154771475875398, 47.47508422605248], [-0.5148763245274558, 47.47704322472499], [-0.5148611980381462, 47.47709356693825], [-0.5148512655304797, 47.47712808420997], [-0.5146544646489217, 47.47778622899189], [-0.5146495339671963, 47.47780402676426], [-0.5146259458856315, 47.477864980978474], [-0.5146205986613585, 47.47787648867679], [-0.5146108921002158, 47.4778923609018], [-0.5145984167111888, 47.47791254924359], [-0.514585931048122, 47.47793057695363], [-0.5145902826572971, 47.47795016311126], [-0.5145955922736045, 47.47798421643484], [-0.5146008364427872, 47.47801728131794], [-0.5146059437602, 47.478048279462435], [-0.5146047381020298, 47.47810026882006], [-0.5146020744623634, 47.478152302551464], [-0.5145933913058599, 47.4781836303787], [-0.5145910984969777, 47.478195135149384], [-0.5145861023022559, 47.47821194447686], [-0.5144413930755349, 47.478523652686796], [-0.5143198707475193, 47.47877036697252], [-0.5142643029153766, 47.478903965533526], [-0.5142529116802851, 47.4789385271042], [-0.5141676965793474, 47.47917999442569], [-0.5141680628172792, 47.47918151394734], [-0.5150170290636982, 47.47945460594409], [-0.5151705338227834, 47.47955644982267], [-0.5157725362577423, 47.47975025594668], [-0.5160803669566075, 47.47963346674686], [-0.5162621793818156, 47.47960524092385], [-0.517555491380582, 47.48058662955757], [-0.5182298292726514, 47.48033657687174], [-0.5202422463355824, 47.47974158492487], [-0.520127541751552, 47.480066702615964], [-0.5196193168244712, 47.48093081544115], [-0.5195412852574381, 47.4812562551569], [-0.5195434007507457, 47.48144437310587], [-0.519779225529703, 47.48192006722073], [-0.5215021161723689, 47.482389592405084], [-0.5215750381008063, 47.48248371104137], [-0.5222686419444416, 47.48211158424512], [-0.5266905581686068, 47.47977947952465], [-0.5232622214590386, 47.478789606144154], [-0.5236105601643957, 47.47862311887611], [-0.528278482640007, 47.47690227806072], [-0.5283064109714847, 47.47627753735498], [-0.5264431781799809, 47.47506217383311], [-0.5263638777914588, 47.47495476309957], [-0.5253408634294299, 47.47504830864008], [-0.5236339292117772, 47.475012170822836], [-0.5215131142000176, 47.4748328622226], [-0.5206472408518438, 47.47457059881022], [-0.5196245626506015, 47.47441485370472], [-0.5158469917196227, 47.474378311250874]]], ""type"": ""Polygon""}";47.47777709268522, -0.5208004234240677
120;SALLE VILLOUTREYS;1122;910;81.1;910;81.1;20;2.2;90;9.9;800;87.9;74;702;87.8;98;12.3;"{""coordinates"": [[[-0.5212680643336582, 47.459470428695035], [-0.5210013989795557, 47.45956139979572], [-0.5191353469227854, 47.460436046682766], [-0.5184623584349236, 47.460858859640304], [-0.5179409151134701, 47.46129469794971], [-0.5174815411119162, 47.46189197469194], [-0.5170315398135217, 47.462628885552824], [-0.5169738544945909, 47.4631290134523], [-0.5170280085994385, 47.463148793109816], [-0.5172030563555873, 47.46320369670387], [-0.5174361209313425, 47.46327655106847], [-0.5176270333165472, 47.46331638420693], [-0.5181855776759257, 47.46342604976442], [-0.5183005947049525, 47.463452617837156], [-0.5185211481787808, 47.46349892944946], [-0.5189045010270938, 47.46357755490827], [-0.5189946609771756, 47.463597676795885], [-0.5190785172051467, 47.46361483937462], [-0.5191033094699684, 47.463620296382764], [-0.5195642837518105, 47.46371213043465], [-0.5197541179273617, 47.4651455410605], [-0.5197405949850029, 47.46517188484203], [-0.5197250495275222, 47.4652378178035], [-0.5225702280046866, 47.46560790286442], [-0.5260165761296964, 47.465900403329954], [-0.5307729997090023, 47.466060756403145], [-0.5300832700065771, 47.4658945300825], [-0.5298297112095313, 47.465854853225856], [-0.5295651913888132, 47.46580185000291], [-0.5294132836621713, 47.46576876090886], [-0.5289949873367531, 47.465694403391375], [-0.5286518283012314, 47.46559438958253], [-0.528305214488104, 47.46544237402727], [-0.5283551430694646, 47.46535639835309], [-0.5285416931858722, 47.464999387165676], [-0.5285906897183418, 47.464869095855185], [-0.5287264315248661, 47.4644365904937], [-0.5288801172053937, 47.46403171088884], [-0.5289154697397682, 47.46395128391408], [-0.5290453108647892, 47.46360865475857], [-0.5290903668078005, 47.46336808767549], [-0.5286355305664342, 47.4632752139994], [-0.5280791508972105, 47.46318276953076], [-0.5275826200638667, 47.46313762597813], [-0.5271334103143058, 47.4631382597789], [-0.5267244026019351, 47.4631647262031], [-0.5259586939978635, 47.46304527135246], [-0.5269050056619216, 47.460533963567215], [-0.5263354119852819, 47.46037173423316], [-0.5216235921707439, 47.45953224537723], [-0.5212680643336582, 47.459470428695035]]], ""type"": ""Polygon""}";47.462918030854325, -0.5231311150902679
121;SALLE VILLOUTREYS;940;704;74.9;704;74.9;30;4.3;48;6.8;626;88.9;49;500;79.9;126;20.1;"{""coordinates"": [[[-0.5351458286844014, 47.454146049160165], [-0.5342094645343382, 47.454408380595616], [-0.5331409590886248, 47.45470797418441], [-0.53167441623321, 47.455055033066344], [-0.5303616791680937, 47.4555053273875], [-0.5300507094591027, 47.45568618566704], [-0.5280693886292832, 47.45687983390192], [-0.5273599534698571, 47.45722395074291], [-0.5267199721428284, 47.45745257993853], [-0.5224586803468797, 47.45906394808591], [-0.5217904772178656, 47.459292059095496], [-0.5212680643336582, 47.459470428695035], [-0.5216235921707439, 47.45953224537723], [-0.5263354119852819, 47.46037173423316], [-0.5269050056619216, 47.460533963567215], [-0.5259586939978635, 47.46304527135246], [-0.5267244026019351, 47.4631647262031], [-0.5271334103143058, 47.4631382597789], [-0.5276084159631724, 47.46313997203297], [-0.5280791508972105, 47.46318276953076], [-0.5286355305664342, 47.4632752139994], [-0.5290903668078005, 47.46336808767549], [-0.5291134861172726, 47.46312737178921], [-0.5291729191088884, 47.46296271941374], [-0.5292453402620018, 47.46274432904239], [-0.5292053549613044, 47.46254762268705], [-0.5290890313071857, 47.46201213979485], [-0.5290227098688225, 47.46173060997812], [-0.5290198402689897, 47.46165629904635], [-0.5289992859203775, 47.461471633068726], [-0.5289744482717922, 47.461222524577124], [-0.5289558496597047, 47.46106727714993], [-0.5289369857398789, 47.460956695216616], [-0.5304507676413026, 47.461153871299736], [-0.5306760962971505, 47.46118645992065], [-0.5308170683261636, 47.461215049029356], [-0.5310981156928329, 47.46130734659972], [-0.531678560452368, 47.461476025550375], [-0.532054815141706, 47.46158953539735], [-0.5325138036543355, 47.46173121985039], [-0.532876131376639, 47.46182979955828], [-0.5332223231265883, 47.461928872938564], [-0.5333920339884195, 47.462000446328865], [-0.5337977604485806, 47.46216788252878], [-0.5341480346370104, 47.46232824146126], [-0.5347808807753489, 47.46262314013412], [-0.5348167539588939, 47.46263347687467], [-0.5352928568985552, 47.46188620494719], [-0.5355068338792451, 47.461550348152464], [-0.5357488882313505, 47.46124825157086], [-0.5362636652150915, 47.46100563519642], [-0.5371532455539417, 47.460144159420196], [-0.5361439013969356, 47.459503451805936], [-0.5331129912812645, 47.457594930672], [-0.5340509939745203, 47.455169346255396], [-0.5351458286844014, 47.454146049160165]]], ""type"": ""Polygon""}";47.45916644726115, -0.5302461379322086
210;ECOLE CLAUDE MONET;1067;706;66.2;706;66.2;19;2.7;53;7.5;634;89.8;42;486;76.7;148;23.3;"{""coordinates"": [[[-0.5527625823284466, 47.45057927345185], [-0.5542990935799299, 47.4504343592461], [-0.5569320902865909, 47.45015902132264], [-0.5585647032588523, 47.450101490307546], [-0.5596991700343241, 47.44923469315415], [-0.5592195961124126, 47.44900132717605], [-0.5588244287737534, 47.449179641625705], [-0.556345104219976, 47.44797683747866], [-0.5583915976489029, 47.447563760645494], [-0.5595645097498385, 47.44633659754965], [-0.5575471718169557, 47.44535521183295], [-0.5572637696811766, 47.44514685578094], [-0.557040181466222, 47.444894155416016], [-0.5570004394827265, 47.44484972888416], [-0.5555206695327458, 47.4450843292636], [-0.555181780286352, 47.4451196216474], [-0.5548680945303858, 47.44505355939586], [-0.5545666472598902, 47.444940297356396], [-0.5543203135796753, 47.44485126926767], [-0.5537229866178282, 47.44484472356224], [-0.552981196823807, 47.44490087992045], [-0.5530434961365605, 47.44635782542492], [-0.5520997236907029, 47.446412900431326], [-0.5527625823284466, 47.45057927345185]]], ""type"": ""Polygon""}";47.44769638662734, -0.5554737650643128
212;ECOLE DES GRANDES MAULEVRIES;1006;757;75.2;757;75.2;22;2.9;57;7.5;678;89.6;44;573;84.5;105;15.5;"{""coordinates"": [[[-0.544976743019252, 47.45245062983084], [-0.546720136268184, 47.452263273068525], [-0.5473044540942597, 47.45226526453571], [-0.5490416977721585, 47.452534837915636], [-0.5494704592735417, 47.45095573537878], [-0.5527625823284466, 47.45057927345185], [-0.5520997236907029, 47.446412900431326], [-0.5517184613634941, 47.44444334790328], [-0.5471997354907068, 47.4451970501398], [-0.5478264112587597, 47.447039672348154], [-0.5477354361707013, 47.44723560890148], [-0.546761736386425, 47.44723438306395], [-0.5463979630495671, 47.447630761065426], [-0.5468876468775762, 47.44843194128181], [-0.544222666682338, 47.44905271300728], [-0.5444734943520257, 47.45031081515803], [-0.5448714799202342, 47.45129544267073], [-0.5449006030313119, 47.45175556118532], [-0.544976743019252, 47.45245062983084]]], ""type"": ""Polygon""}";47.44874712452955, -0.5488195367017753
215;ECOLE JEAN ROSTAND;1081;809;74.8;809;74.8;30;3.7;65;8.0;714;88.3;65;570;79.8;144;20.2;"{""coordinates"": [[[-0.6056842596036843, 47.46488302941612], [-0.6054195820049082, 47.46484141133138], [-0.6049678326141678, 47.466014390084155], [-0.6048840618966544, 47.46611047195649], [-0.6046606919907113, 47.466159047136365], [-0.6039944174515128, 47.46595446803234], [-0.6033411376702935, 47.46578279601037], [-0.6026499777381669, 47.46568487819223], [-0.600655838805421, 47.46547605865627], [-0.5996049909193786, 47.46560751765214], [-0.598235111178599, 47.46615906145596], [-0.5974027506536704, 47.466146552828626], [-0.5965445485591455, 47.466046600255325], [-0.5951955706471848, 47.465460381975824], [-0.5928487707762188, 47.46807240428111], [-0.5909224923036963, 47.469456244443705], [-0.5935146202233936, 47.46958332357202], [-0.5962887304171087, 47.46950315848502], [-0.5981975111356569, 47.46939902372947], [-0.6082331199409516, 47.46910760796359], [-0.6097784288910618, 47.46922237246315], [-0.6104177744463026, 47.469389313080676], [-0.6105842879778874, 47.46933836313526], [-0.6105371515948419, 47.46929940723857], [-0.6105243919179681, 47.4692914321284], [-0.6104952827630511, 47.46926956118228], [-0.6104353788092957, 47.469220559355506], [-0.6103836108619867, 47.46902173908629], [-0.6102816930815339, 47.46869473284912], [-0.6102029259175857, 47.46850504089471], [-0.6101815409868888, 47.468460057024494], [-0.6098884365270617, 47.46793435756139], [-0.609884967163254, 47.46792825296805], [-0.6098649209017702, 47.46790294694554], [-0.6098582632602337, 47.46789487101782], [-0.6098516136478136, 47.46788886586338], [-0.6098452309745546, 47.4678848333421], [-0.6098209012757411, 47.46786488383033], [-0.6098081420508727, 47.46785690863745], [-0.6097728651725367, 47.467834149847995], [-0.6097569910098776, 47.46782528155529], [-0.6097445923026338, 47.46782260771173], [-0.609730597361188, 47.46781989373166], [-0.6095226977248906, 47.46777966080347], [-0.6093274842129273, 47.46774632450607], [-0.609264739638501, 47.4677472956098], [-0.6092128627999482, 47.467749907907454], [-0.6086689710589915, 47.4678147236253], [-0.6086477773561281, 47.467817457112524], [-0.6087819722610632, 47.46760760080339], [-0.6090399316490318, 47.46721225553357], [-0.6092604038332671, 47.466873008676494], [-0.609252876395431, 47.46683065293809], [-0.609235744259474, 47.466689998690434], [-0.6092197967778842, 47.46654723637591], [-0.6092020407325353, 47.46646576089575], [-0.6091580150672793, 47.466312350674286], [-0.609126879245194, 47.466215715762544], [-0.6090883104129086, 47.46609959345771], [-0.6090790654156572, 47.46607494013428], [-0.6090806139553128, 47.46603131015553], [-0.6090820811897565, 47.46598453115811], [-0.6090853987278381, 47.46592004558014], [-0.6090874628410698, 47.46590548387582], [-0.6090786473815232, 47.46588910122356], [-0.6090129600067397, 47.46580183054115], [-0.6089692622085652, 47.4657450278193], [-0.6089371672186996, 47.46572216934374], [-0.6089083416634254, 47.46570443123877], [-0.6088816620577915, 47.46569482009815], [-0.6088519409508512, 47.465685394075194], [-0.6088333009494457, 47.46568075418573], [-0.6087806644509044, 47.46567411551135], [-0.6084377193532577, 47.46562981822535], [-0.6081951368425672, 47.46559688032852], [-0.6079123897270718, 47.46556105513344], [-0.6077626309437199, 47.465541873572555], [-0.6076019335930267, 47.465521953115264], [-0.6074597949742925, 47.46550352352905], [-0.6073394092062967, 47.46548864614077], [-0.6071539771765703, 47.46546427538571], [-0.6070503543393437, 47.465449864415774], [-0.6069080817932605, 47.46542945736869], [-0.6067626152333632, 47.46540698887197], [-0.6066030875071885, 47.46538081743978], [-0.6064668965288289, 47.46535805879763], [-0.6063583556364002, 47.46533965881484], [-0.6062468997203835, 47.465321349792376], [-0.6061663410664766, 47.46530828858203], [-0.6060441463205811, 47.46529022477689], [-0.6059389261970273, 47.46527379170113], [-0.6058522724901121, 47.46526092065822], [-0.6057950505254249, 47.465251272318845], [-0.6057378425510309, 47.46524378458058], [-0.6057129752734131, 47.46523933870161], [-0.605695726117143, 47.46523366438917], [-0.6056424478887636, 47.465215608714296], [-0.6056220046809406, 47.46520787308532], [-0.6056093931929842, 47.46520205391302], [-0.6055860216718191, 47.46517270903632], [-0.605608451804537, 47.46509826211781], [-0.605611752921573, 47.465078439289975], [-0.6056122218047288, 47.465063837451645], [-0.6056420484746097, 47.464982946441985], [-0.6056842596036843, 47.46488302941612]]], ""type"": ""Polygon""}";47.46761960740519, -0.6012364984021702
302;ECOLE GREGOIRE BORDILLON;1028;790;76.8;790;76.8;10;1.3;51;6.5;729;92.3;49;620;85.0;109;15.0;"{""coordinates"": [[[-0.5681199850192004, 47.4699867229007], [-0.5676714884360036, 47.46994448633436], [-0.5672287049544432, 47.4699872514954], [-0.5668009718183656, 47.47009393017163], [-0.5664130877985212, 47.47026996936608], [-0.565823020671194, 47.47065061453293], [-0.565151651012961, 47.471098146997285], [-0.5652019397491825, 47.47111730384146], [-0.5645251765763319, 47.47164288517732], [-0.567645335002563, 47.47395352347156], [-0.5678421135209014, 47.4741011451675], [-0.568445722235183, 47.47394328694763], [-0.571116649372321, 47.47362299874243], [-0.570416883083514, 47.47275988351556], [-0.5702036564183082, 47.472527684673075], [-0.5694910188979783, 47.47179264244235], [-0.5687537188235797, 47.47116649935738], [-0.5692608049196632, 47.4709877578347], [-0.5701485603635643, 47.470798324131806], [-0.5704157368300017, 47.47085345208824], [-0.5705698130581077, 47.4705953080113], [-0.5691361819619914, 47.47025020184436], [-0.5686109711824398, 47.470113814943694], [-0.5682970321608525, 47.470022760680486], [-0.5681199850192004, 47.4699867229007]]], ""type"": ""Polygon""}";47.47198739504758, -0.5678583626689301
312;ECOLE MONTESQUIEU;1359;896;65.9;896;65.9;23;2.6;59;6.6;814;90.8;44;589;72.4;225;27.6;"{""coordinates"": [[[-0.5891624625529125, 47.46917979309411], [-0.5888611876031492, 47.470113273950815], [-0.5877192713089453, 47.47071054437536], [-0.5868550965086805, 47.471226509617985], [-0.5859022795090599, 47.47199337984145], [-0.5854951684326126, 47.47213379428184], [-0.5861545210608571, 47.47359614748393], [-0.5966007254001353, 47.47324943456169], [-0.6017481139561123, 47.47308897952198], [-0.6075574805488531, 47.47288888338491], [-0.6077544021480146, 47.47288065938216], [-0.6079493632545104, 47.472863131696236], [-0.6079980505300708, 47.47285845873497], [-0.6081495853494137, 47.47283508417408], [-0.6082010396390736, 47.47282618261734], [-0.6082918293493692, 47.47280983869786], [-0.608397791951225, 47.47279203003012], [-0.6085065154035874, 47.47276990289331], [-0.6088214522807538, 47.47269261642127], [-0.6091529186389053, 47.472590860561844], [-0.6133364747183869, 47.47134363745023], [-0.6133687276961052, 47.471321917788174], [-0.613305683106119, 47.471252215305654], [-0.6124043996174389, 47.470273179268375], [-0.6118435951582994, 47.469660412518564], [-0.6118218403966315, 47.469656860998434], [-0.6104177744463026, 47.469389313080676], [-0.6097784288910618, 47.46922237246315], [-0.6082331199409516, 47.46910760796359], [-0.5981975111356569, 47.46939902372947], [-0.5962887304171087, 47.46950315848502], [-0.5935146202233936, 47.46958332357202], [-0.5909224923036963, 47.469456244443705], [-0.5891624625529125, 47.46917979309411]]], ""type"": ""Polygon""}";47.47129660165039, -0.5990871857044674
501;LYCEE JOACHIM DU BELLAY;937;602;64.2;602;64.2;11;1.8;52;8.6;539;89.5;38;444;82.4;95;17.6;"{""coordinates"": [[[-0.5454409787252863, 47.47381196018663], [-0.5438532141059382, 47.47325130573835], [-0.5427161734765247, 47.472596665434445], [-0.5411945526225609, 47.47221231758961], [-0.5411570083728771, 47.47222283330484], [-0.5408889319854586, 47.47233694274878], [-0.5390261899700003, 47.47331714975777], [-0.5382652861373874, 47.473712247007185], [-0.5420007371140093, 47.473507407935514], [-0.5415665222519529, 47.47419069275903], [-0.5424815073507174, 47.47485480010893], [-0.5426945535164985, 47.47503777088961], [-0.5429822471109366, 47.475284426501716], [-0.5430788659193789, 47.4753670906843], [-0.5431828020865189, 47.475409917694805], [-0.5461469962888366, 47.47663125266926], [-0.5471096650669038, 47.47687270830999], [-0.5487493901477836, 47.47528244392504], [-0.5472043261891087, 47.4745988755249], [-0.5454409787252863, 47.47381196018663]]], ""type"": ""Polygon""}";47.47450942159802, -0.5442092917092041
507;ECOLE ANNIE FRATELLINI;927;701;75.6;701;75.6;19;2.7;47;6.7;635;90.6;68;563;88.7;72;11.3;"{""coordinates"": [[[-0.5338591919033641, 47.47139817139763], [-0.532284036607647, 47.47415100273091], [-0.5341073676213072, 47.47486442503384], [-0.5346709021389623, 47.47559901296768], [-0.5382652861373874, 47.473712247007185], [-0.5390261899700003, 47.47331714975777], [-0.5408889319854586, 47.47233694274878], [-0.5411570083728771, 47.47222283330484], [-0.5411945526225609, 47.47221231758961], [-0.5403812062649048, 47.47201710570148], [-0.5391800135305198, 47.47178813576258], [-0.5356954872357548, 47.47171319102087], [-0.5338591919033641, 47.47139817139763]]], ""type"": ""Polygon""}";47.47315879724078, -0.5360180472844226
508;ECOLE ANNIE FRATELLINI;918;635;69.2;635;69.2;13;2.0;50;7.9;572;90.1;37;433;75.7;139;24.3;"{""coordinates"": [[[-0.5319215570046097, 47.46885124032178], [-0.5312190387413758, 47.47111392398019], [-0.5300016758403421, 47.473258000935324], [-0.5291777754955691, 47.47470789164396], [-0.5303756451860132, 47.47460383342452], [-0.5321553822734256, 47.4743530270255], [-0.532284036607647, 47.47415100273091], [-0.5338591919033641, 47.47139817139763], [-0.5356954872357548, 47.47171319102087], [-0.5391800135305198, 47.47178813576258], [-0.5384531244986543, 47.47149788326207], [-0.5320025393110115, 47.46889486363797], [-0.5319215570046097, 47.46885124032178]]], ""type"": ""Polygon""}";47.47173886238038, -0.5329382901700644
701;ECOLE RENE BROSSARD;1172;844;72.0;844;72.0;27;3.2;90;10.7;727;86.1;55;587;80.7;140;19.3;"{""coordinates"": [[[-0.526164505174509, 47.45330454534797], [-0.5217796097900397, 47.45378210669761], [-0.5209803726985737, 47.45509820827085], [-0.5222859906077114, 47.455486245234056], [-0.5208641139728979, 47.456714375192114], [-0.5206855106756972, 47.457162190385915], [-0.5206914272362703, 47.4575056933056], [-0.5202892144115986, 47.45820325590093], [-0.5200051433029331, 47.458768546775936], [-0.5197660258970309, 47.45915688781125], [-0.5206229545728852, 47.45935819683653], [-0.5212680643336582, 47.459470428695035], [-0.5217904772178656, 47.459292059095496], [-0.5224586803468797, 47.45906394808591], [-0.5267199721428284, 47.45745257993853], [-0.5273599534698571, 47.45722395074291], [-0.5280693886292832, 47.45687983390192], [-0.5300507094591027, 47.45568618566704], [-0.5292880583700189, 47.45526920826684], [-0.528049781608663, 47.45448886453062], [-0.526164505174509, 47.45330454534797]]], ""type"": ""Polygon""}";47.456148183402334, -0.5244214917569059
703;ECOLE MATERNELLE ADRIEN TIGEOT;1214;865;71.3;865;71.3;21;2.4;88;10.2;756;87.4;60;615;81.3;141;18.7;"{""coordinates"": [[[-0.5351254226355413, 47.442729002163375], [-0.5350325646406847, 47.4427636313739], [-0.5349685960469084, 47.442791612892755], [-0.5344011795933744, 47.44286706984736], [-0.5341201031676011, 47.44292141931751], [-0.5336221932301685, 47.44300626894363], [-0.5333554345618152, 47.4430683718277], [-0.5328905942546698, 47.443213433681066], [-0.5327260233493537, 47.44327141609633], [-0.5323878020645798, 47.4434105285731], [-0.5318193029826788, 47.443631512144286], [-0.5312282852447404, 47.443881184614455], [-0.5303081865376296, 47.44440771316364], [-0.5297614218851276, 47.44477226674703], [-0.5296361438819127, 47.44489036055053], [-0.5293782031206835, 47.445063384687565], [-0.5284599160060616, 47.445639724393594], [-0.5279235075144291, 47.44602268022532], [-0.5273361956060583, 47.44570730166195], [-0.5270890885021735, 47.44558195397781], [-0.5269348318459744, 47.44558558794256], [-0.5267726871118761, 47.44577224563916], [-0.5260365362602031, 47.446465543989746], [-0.5259349246867716, 47.446596416363064], [-0.5258725579517669, 47.44671663535174], [-0.5258227866557592, 47.44686663313568], [-0.5257912772408933, 47.447221726003434], [-0.5257842642310308, 47.44727803563181], [-0.5257202524040548, 47.44753543675492], [-0.5255836852237724, 47.44778361912967], [-0.5251830711338791, 47.44832124403229], [-0.52481699964906, 47.44917142374933], [-0.5242243835001601, 47.449998446077615], [-0.524105610681202, 47.450214928712576], [-0.5240583704818901, 47.45026517314009], [-0.5239618969710089, 47.45030962752018], [-0.5237446312458849, 47.4503121192642], [-0.5234617158724612, 47.45033948511819], [-0.5231166414630617, 47.45033030044613], [-0.5220909073456819, 47.4505598763342], [-0.5215046117210632, 47.45067438007284], [-0.5208008815210041, 47.45093571744228], [-0.5203249626965961, 47.451145442008325], [-0.5202201761626697, 47.45120473319653], [-0.5201513228009822, 47.45125140317911], [-0.5197676761084913, 47.45206824392061], [-0.5196072208773165, 47.45227104553375], [-0.5194300914598431, 47.4523905278356], [-0.5187680448749532, 47.45272648453081], [-0.5203904471021015, 47.45342272505327], [-0.5212275165575685, 47.45383838861951], [-0.5217796097900397, 47.45378210669761], [-0.526164505174509, 47.45330454534797], [-0.5264151176176488, 47.45332411520348], [-0.5270272033223671, 47.452899640998325], [-0.5270146686563334, 47.452516186185385], [-0.5262530351090564, 47.45258771161107], [-0.5257412877151996, 47.45283272720616], [-0.5251606880306684, 47.45222725924537], [-0.5258833408819277, 47.451905080055326], [-0.5276368094472144, 47.450716536927935], [-0.5290123651791507, 47.45033809262516], [-0.5305399312707739, 47.44978255299843], [-0.5302917945757079, 47.449550274424645], [-0.5298657779602534, 47.44876068038598], [-0.5295515685895397, 47.44820321261694], [-0.53295766445852, 47.44667580425254], [-0.5361190170564119, 47.445564035655735], [-0.5364104390991216, 47.44546155275302], [-0.5362126460225534, 47.44515021808766], [-0.5357147777790964, 47.44411153930442], [-0.5351254226355413, 47.442729002163375]]], ""type"": ""Polygon""}";47.44848047920698, -0.5278365868242028
104;SALONS CURNONSKY - WELCOME;1193;899;75.4;899;75.4;16;1.8;81;9.0;802;89.2;102;673;83.9;129;16.1;"{""coordinates"": [[[-0.5586362472556359, 47.46862211430335], [-0.5530275239985742, 47.46645854792162], [-0.5490878008389004, 47.469441513136196], [-0.5513040166789364, 47.470865531705314], [-0.5520253834245742, 47.4715525076096], [-0.5531733122804133, 47.470741569533445], [-0.5538638463299135, 47.47024924177409], [-0.5540395379190005, 47.470320622030805], [-0.5544026751027805, 47.47020468077849], [-0.5547023528221051, 47.47035636794805], [-0.5550515190083141, 47.470222085589405], [-0.5555458026744577, 47.470586504734634], [-0.5554610360235098, 47.47071472316068], [-0.555528926297432, 47.47076872842067], [-0.5553697729618218, 47.47088474077351], [-0.5558307566714938, 47.471135266881866], [-0.5582030262129849, 47.47264475592011], [-0.5624415389805375, 47.470124705872], [-0.5586362472556359, 47.46862211430335]]], ""type"": ""Polygon""}";47.469547444029196, -0.5554913097165047
